8683f7ff_c07f3fff_05845b44_xxxxx_x | 05845b44_1
3fbfff7f_45800006_39bfff76_xxxxx_x | 39bfff76_1
ccdffff6_3fffffff_cc5ffff6_xxxxx_x | cc5ffff7_0
ce708000_d5bffffd_38205558_xxxxx_x | 38205558_1
3e800000_3fffffff_3e000000_xxxxx_x | 3e000001_0
3e800000_9cefffbe_e10888ae_xxxxx_x | e10888ae_1
c304000f_b198130e_50de3516_xxxxx_x | 50de3516_1
3e800000_3ffffffe_3e000001_xxxxx_x | 3e000001_1
3e800000_4c420000_31a8e83f_xxxxx_x | 31a8e83f_1
b00007f6_40000000_af8007f6_xxxxx_x | af8007f6_1
5e9777b5_ceff0003_cf180fc3_xxxxx_x | cf180fc3_1
3e800000_40000000_3d800000_xxxxx_x | 3e000000_0
3e800000_5fffbfef_1e002010_xxxxx_x | 1e002011_0
b900003c_422e86f0_b63bc122_xxxxx_x | b63bc122_1
4907fbfe_40000001_4887fbfd_xxxxx_x | 4887fbfd_1
3e800000_40000001_3dfffffd_xxxxx_x | 3dfffffe_0
33d81ed3_df7ffffd_93d81ed5_xxxxx_x | 93d81ed6_0
3e800000_be003fff_bfff8041_xxxxx_x | bfff8042_0
33e00400_c77fbffb_abe03c13_xxxxx_x | abe03c13_1
c2803ffd_407fffff_c1803ffd_xxxxx_x | c1803ffe_0
3e800000_407fffff_3d800000_xxxxx_x | 3d800001_0
3e800000_b07ffc00_cd800200_xxxxx_x | cd800200_1
b28003de_bbffec00_36000ddf_xxxxx_x | 36000ddf_1
befffc00_407ffffe_bdfffc02_xxxxx_x | bdfffc02_1
e8ffffc7_41257786_e746086f_xxxxx_x | e746086c_0
3e800000_407ffffe_3d800001_xxxxx_x | 3d800001_1
3e800000_c10017ff_bcffd00b_xxxxx_x | bcffd00b_1
ce5fff7f_40ff7fff_cce06fb8_xxxxx_x | cce06fb8_1
2977ff7f_40800000_2877ff7f_xxxxx_x | 2877ff7f_1
bb80001b_5f009000_9bfee178_xxxxx_x | 9bfee178_1
3e800000_40800000_3d000000_xxxxx_x | 3d800000_0
c76a19fc_35ffebff_d0ea2c48_xxxxx_x | d0ea2c48_1
3e800000_cc800101_b17ffdfd_xxxxx_x | b17ffdfe_0
3c1c60c7_bffff007_bb9c6a89_xxxxx_x | bb9c6a89_1
c0ffe010_40800001_bfffe00e_xxxxx_x | bfffe00e_1
a081ff7e_be707fff_218a6053_xxxxx_x | 218a6054_0
3e800000_40800001_3d7ffffd_xxxxx_x | 3d7ffffe_0
c07ffc01_42f77fff_bd04634d_xxxxx_x | bd04634d_1
3e800000_bc800000_c1000000_xxxxx_x | c1800000_0
cb80081f_6603fff7_a4f84de0_xxxxx_x | a4f84de0_1
de7e0200_40ffffff_dcfe0201_xxxxx_x | dcfe0201_1
ce8a2339_def5ffff_2f0fc0c1_xxxxx_x | 2f0fc0c1_1
3e800000_40ffffff_3d000000_xxxxx_x | 3d000001_0
be9ffdff_4a7f7fff_b3a04e26_xxxxx_x | b3a04e27_0
3e800000_16810000_677e03f8_xxxxx_x | 677e03f8_1
41778d5b_41b04d05_3f33bb12_xxxxx_x | 3f33bb10_0
40ffedfe_40fffffe_3f7fee00_xxxxx_x | 3f7fee00_1
3e800000_40fffffe_3d000001_xxxxx_x | 3d000001_1
559fffde_4b800000_499fffde_xxxxx_x | 499fffde_1
b8fffb7f_b39f5a1b_44cd9e64_xxxxx_x | 44cd9e64_1
3e800000_4b800000_32000000_xxxxx_x | 32800000_0
ed7f007f_42e71063_ea0d42b9_xxxxx_x | ea0d42b9_1
3e800000_4ede71a2_2f134f1f_xxxxx_x | 2f134f1f_1
e9022651_3f00f800_e9812c0c_xxxxx_x | e9812c0c_1
96000000_4b800001_89fffffd_xxxxx_x | 89fffffe_0
3e800000_4b800001_327ffffd_xxxxx_x | 327ffffe_0
bd808001_267c0080_d68289e7_xxxxx_x | d68289e7_1
3e800000_cd051a0d_b0f63005_xxxxx_x | b0f63005_1
c1000ff0_bfe7e8a8_408d5d9a_xxxxx_x | 408d5d9a_1
b57e93a9_4bffffff_a8fe93aa_xxxxx_x | a8fe93aa_1
cf9dba07_f4002001_1b1d92a1_xxxxx_x | 1b1d92a1_1
3e800000_4bffffff_32000000_xxxxx_x | 32000001_0
94803dfe_be80fff7_157e7f10_xxxxx_x | 157e7f10_1
3e800000_417ff7fd_3c800401_xxxxx_x | 3c800402_0
deffe03f_c3dcaf75_5a946933_xxxxx_x | 5a946933_1
46c52a12_4bfffffe_3a452a13_xxxxx_x | 3a452a14_0
3e800000_4bfffffe_32000001_xxxxx_x | 32000001_1
3e800000_deafd721_9f3a59d2_xxxxx_x | 9f3a59d2_1
befff7fe_cc010000_327dfc06_xxxxx_x | 327dfc06_1
5ec007ff_470002ff_57400383_xxxxx_x | 57400380_0
3e800000_4e83fbfe_2f784599_xxxxx_x | 2f784599_1
bcf5097a_42ae0c12_b9b43552_xxxxx_x | b9b43552_1
4f1c3fb1_4f7f8003_3f1c8df6_xxxxx_x | 3f1c8df6_1
59007fef_4ab5c968_4db4f57c_xxxxx_x | 4db4f57c_1
3e800000_41ffffbe_3c000020_xxxxx_x | 3c000021_0
c700000f_3d807bff_c8ff090f_xxxxx_x | c8ff090f_1
ba7ff00e_41780000_b88418cd_xxxxx_x | b88418cd_1
3feccf6e_bc80fbff_c2eb00c6_xxxxx_x | c2eb00c6_1
3d8fffc0_3efdfbff_3e11244d_xxxxx_x | 3e11244e_0
c5801bff_5edfff7e_a6126978_xxxxx_x | a6126978_1
3e800000_555ffffb_28924927_xxxxx_x | 28924928_0
de7fc800_4088ffff_dd6efa67_xxxxx_x | dd6efa67_1
c078a54e_c180020f_3e78a14e_xxxxx_x | 3e78a14e_1
3e800000_4094077a_3d5d5c9a_xxxxx_x | 3d5d5c9a_1
3b8017ff_757ffff0_05801807_xxxxx_x | 05801807_1
38040001_437ff7ff_34040421_xxxxx_x | 34040422_0
3e800000_bf87f000_be710d4d_xxxxx_x | be710d4d_1
df80017f_3e728186_e08720ed_xxxxx_x | e08720ee_0
3e800000_9a03ffff_e3f83e11_xxxxx_x | e3f83e11_1
5e8ffefe_c0fc3ffe_dd122302_xxxxx_x | dd122302_1
c2fffe3f_be2003ff_444cc64b_xxxxx_x | 444cc648_0
501003ff_3d546dc5_522d8dfb_xxxxx_x | 522d8dfb_1
b1800200_ceeffdff_22088bce_xxxxx_x | 22088bcf_0
bdfff8fe_86777fff_770461be_xxxxx_x | 770461be_1
3e800000_bff80800_be041cc5_xxxxx_x | be041cc5_1
c1fbc000_bf07fff0_426cf10f_xxxxx_x | 426cf10d_0
fefe0003_c483ff7f_79f64e87_xxxxx_x | 79f64e87_1
416effff_4c02000f_34eb5299_xxxxx_x | 34eb5299_1
3e800000_c10963c1_bcee810d_xxxxx_x | bcee810e_0
4ee56869_cfffffbc_be6568a5_xxxxx_x | be6568a6_0
727fe00f_3a0ec945_77e560cb_xxxxx_x | 77e560cb_1
3e800000_4080bfff_3d7e823e_xxxxx_x | 3d7e823f_0
3e040ffe_37399734_46362a11_xxxxx_x | 46362a11_1
4080fdfe_5e00fdfe_21800000_xxxxx_x | 22000000_0
3e800000_c96462f1_b48f79e1_xxxxx_x | b48f79e1_1
bfffdfef_df253103_2046444a_xxxxx_x | 20464448_0
c17c0fff_10fe0ffe_effdfc1c_xxxxx_x | effdfc19_0
3e800000_38c289d5_45287093_xxxxx_x | 45287093_1
c3703a76_3b8007f7_c7702b84_xxxxx_x | c7702b84_1
4f83ffff_c140007f_cdafff8a_xxxxx_x | cdafff8a_1
427fdc00_c0fc00ff_c101f554_xxxxx_x | c101f554_1
4080000b_5e7503c6_2185bd33_xxxxx_x | 2185bd34_0
3e800000_4ffbfbff_2e020a31_xxxxx_x | 2e020a31_1
2d08007e_5a955471_11e926cf_xxxxx_x | 11e926cf_1
3e013fff_b3800000_ca013fff_xxxxx_x | ca013fff_1
3e800000_b3800000_ca000000_xxxxx_x | ca800000_0
cec01ffe_f5901ffe_18aaa132_xxxxx_x | 18aaa132_1
3e800000_e4804000_997f803f_xxxxx_x | 997f8040_0
c8400200_df600040_285b6fc1_xxxxx_x | 285b6fc1_1
cf8dc0af_cf84003f_3f8974c5_xxxxx_x | 3f8974c5_1
3e800000_b3800001_ca7ffffd_xxxxx_x | ca7ffffe_0
3f806000_f05bffff_8e9561bf_xxxxx_x | 8e9561c0_0
3e800000_db80103f_a27fdf86_xxxxx_x | a27fdf86_1
43000083_b3ffffff_ce800083_xxxxx_x | ce800084_0
40008003_c1ffff7f_bd808043_xxxxx_x | bd808044_0
3e800000_b3ffffff_ca000000_xxxxx_x | ca000001_0
b7fdffee_3c7fffd8_bafe0015_xxxxx_x | bafe0016_0
3e800000_bc8017ff_c17fd00b_xxxxx_x | c17fd00b_1
df6833a9_b3fffffe_6ae833aa_xxxxx_x | 6ae833ab_0
deffc010_33827ffe_eafad9d3_xxxxx_x | eafad9d3_1
3e800000_b3fffffe_ca000001_xxxxx_x | ca000001_1
3e800000_4fa72f38_2e43ffc4_xxxxx_x | 2e43ffc4_1
c1801eff_43020002_bdfc4cc7_xxxxx_x | bdfc4cc7_1
bd17fffe_be800000_3e17fffe_xxxxx_x | 3e17fffe_1
c0ffe080_b3800008_4cffe070_xxxxx_x | 4cffe070_1
3e800000_be800000_bf000000_xxxxx_x | bf800000_0
bf7fff03_bfe00008_3f12488f_xxxxx_x | 3f12488f_1
3e800000_4f23ffff_2ec7ce0d_xxxxx_x | 2ec7ce0e_0
406efffe_ccddfffe_b309cd43_xxxxx_x | b309cd43_1
3e7c007f_be800001_bf7c007d_xxxxx_x | bf7c007d_1
3e804fff_cdf00ffe_b008d4be_xxxxx_x | b008d4bf_0
3e800000_be800001_bf7ffffd_xxxxx_x | bf7ffffe_0
3e800000_bd918664_c0612bc6_xxxxx_x | c0612bc6_1
41ffe3ff_df153c7d_a25b7a3a_xxxxx_x | a25b7a3a_1
3e800000_beffffff_bf000000_xxxxx_x | bf000001_0
7e955ed8_40068b2d_7e0e1b10_xxxxx_x | 7e0e1b10_1
3e800000_b1105bda_cce2fd6f_xxxxx_x | cce2fd6f_1
bc837fff_c00107ff_3c0272f3_xxxxx_x | 3c0272f3_1
5ffff001_befffffe_e07ff003_xxxxx_x | e07ff003_1
bee003ff_4ff7c6c5_ae677358_xxxxx_x | ae677358_1
3e800000_befffffe_bf000001_xxxxx_x | bf000001_1
cedfffee_cbbfffdf_42955563_xxxxx_x | 42955563_1
3e800000_cefd0000_af01848e_xxxxx_x | af01848e_1
4f00407f_4b80001a_43004065_xxxxx_x | 43004065_1
cf9ffffe_c307ffef_4c1696a8_xxxxx_x | 4c1696a8_1
3e800000_bf000000_be800000_xxxxx_x | bf000000_0
4337cf44_33e00000_4ed21172_xxxxx_x | 4ed21172_1
3e800000_6480003f_197fff82_xxxxx_x | 197fff82_1
347fffdf_3ffffc1f_340001e0_xxxxx_x | 340001e0_1
5d03ff7f_bf000001_dd83ff7e_xxxxx_x | dd83ff7e_1
feafc4e1_40f5e6e0_fd36fcb5_xxxxx_x | fd36fcb6_0
3e800000_bf000001_befffffd_xxxxx_x | befffffe_0
5e77fc00_fef800ff_9efffad8_xxxxx_x | 9efffad8_1
3e800000_df2003ff_9eccc7af_xxxxx_x | 9eccc7af_1
7e800016_c07ff700_fd800496_xxxxx_x | fd800496_1
307dffee_bf7fffff_b07dffef_xxxxx_x | b07dffef_1
d100013e_bfff7ffe_5080415f_xxxxx_x | 50804160_0
3e800000_bf7fffff_be800000_xxxxx_x | be800001_0
48807ff7_c07c1000_c78281d6_xxxxx_x | c78281d6_1
bdff81ff_bf7ffffe_3dff8201_xxxxx_x | 3dff8201_1
3bdde67e_3efffffe_3c5de680_xxxxx_x | 3c5de680_1
3e800000_bf7ffffe_be800001_xxxxx_x | be800001_1
d9800402_c0083fff_58f0874d_xxxxx_x | 58f0874d_1
3e800000_bffffff0_be000008_xxxxx_x | be000008_1
ce87ffe0_0f7ffff7_fe87ffe4_xxxxx_x | fe87ffe5_0
3f4fffff_bf800000_bf4fffff_xxxxx_x | bf4fffff_1
3e800000_bf800000_be000000_xxxxx_x | be800000_0
3e800000_5a800003_237ffff9_xxxxx_x | 237ffffa_0
4ee00002_b383fdff_dad9399c_xxxxx_x | dad9399c_1
c137c13a_bf800001_4137c139_xxxxx_x | 4137c139_1
be7e0008_4080f7fe_bd7c179e_xxxxx_x | bd7c179e_1
3e800000_bf800001_be7ffffd_xxxxx_x | be7ffffe_0
3e800000_33c745c8_4a247025_xxxxx_x | 4a247026_0
4e7ddfff_c100ff7e_ccfbe92f_xxxxx_x | ccfbe92c_0
3e800000_bfffffff_be000000_xxxxx_x | be000001_0
deffeffb_73000203_ab7febf5_xxxxx_x | ab7febf5_1
3e9fffbf_be8017fe_bf9fe1c7_xxxxx_x | bf9fe1c7_1
c1f8003f_bffffffe_41780041_xxxxx_x | 41780041_1
b80077fe_4080ff7e_b6fef319_xxxxx_x | b6fef319_1
3e800000_bffffffe_be000001_xxxxx_x | be000001_1
3e800000_3380101f_4a7fdfc5_xxxxx_x | 4a7fdfc6_0
4e246f85_dfb00000_adef2dd9_xxxxx_x | adef2dd9_1
c1e00008_c0000000_41600008_xxxxx_x | 41600008_1
3e800000_c0000000_bd800000_xxxxx_x | be000000_0
debfed52_b7800810_66bfe13c_xxxxx_x | 66bfe13c_1
3e800000_b27ffff8_cb800004_xxxxx_x | cb800004_1
3f83ee98_5f100002_1fea8bb5_xxxxx_x | 1fea8bb6_0
6e7fbfef_c0000001_edffbfed_xxxxx_x | edffbfed_1
5effffbf_3c4fffff_621d89b1_xxxxx_x | 621d89b1_1
3e800000_c0000001_bdfffffd_xxxxx_x | bdfffffe_0
c3fbf800_b9fbfbfe_497ffbf1_xxxxx_x | 497ffbf2_0
3e800000_c1e01000_bc123eb2_xxxxx_x | bc123eb2_1
4b85fffe_c07fffff_ca85fffe_xxxxx_x | ca85ffff_0
3e800000_c07fffff_bd800000_xxxxx_x | bd800001_0
5f2dbb61_329f7147_6c0b78b7_xxxxx_x | 6c0b78b7_1
3e800000_bafff007_c30007fd_xxxxx_x | c30007fd_1
c3a56ff9_c07ffffe_42a56ffa_xxxxx_x | 42a56ffa_1
436ffff7_4e80077e_346ff1ec_xxxxx_x | 346ff1ec_1
3e800000_c07ffffe_bd800001_xxxxx_x | bd800001_1
3e800000_5479fffe_2983126f_xxxxx_x | 29831270_0
be7feffb_bf6b4499_3e8b3ed5_xxxxx_x | 3e8b3ed5_1
767807fe_c0800000_f57807fe_xxxxx_x | f57807fe_1
c297b90c_c0558b3b_41b5e34e_xxxxx_x | 41b5e34e_1
3e800000_c0800000_bd000000_xxxxx_x | bd800000_0
3e800000_014fd59c_7c9da9fa_xxxxx_x | 7c9da9fa_1
477fe7ff_4f8bffff_3769f8b0_xxxxx_x | 3769f8b0_1
4ab305a8_c0800001_c9b305a9_xxxxx_x | c9b305a7_0
3e800000_c0800001_bd7ffffd_xxxxx_x | bd7ffffe_0
c12cd859_3e00203f_c2acacd9_xxxxx_x | c2acacd9_1
3e800000_b2d2557a_cb1bca57_xxxxx_x | cb1bca57_1
befffc3f_ce001000_307fdc46_xxxxx_x | 307fdc43_0
427fff7d_c0ffffff_c0ffff7d_xxxxx_x | c0ffff7e_0
b8f7ffff_be80043e_39f7f7c7_xxxxx_x | 39f7f7c7_1
3e800000_c0ffffff_bd000000_xxxxx_x | bd000001_0
3d6f02e5_bc1f1ec0_c0c04431_xxxxx_x | c0c04431_1
3e800000_3a082cf4_43f0a167_xxxxx_x | 43f0a167_1
c27fff7d_c0fffffe_40ffff7f_xxxxx_x | 40ffff7f_1
811dfffe_0259342f_be3a38aa_xxxxx_x | be3a38aa_1
3e800000_c0fffffe_bd000001_xxxxx_x | bd000001_1
be800bfe_3b5fffff_c29256d9_xxxxx_x | c29256da_0
3e800000_df00047e_9efff704_xxxxx_x | 9efff704_1
295ffbff_95ff8008_d2e06c2e_xxxxx_x | d2e06c2e_1
cf0037ff_cb800000_430037ff_xxxxx_x | 430037ff_1
57000044_beefff00_d7888962_xxxxx_x | d7888963_0
3e800000_cb800000_b2000000_xxxxx_x | b2800000_0
cefc03ff_3f15c42c_cf57638f_xxxxx_x | cf57638f_1
3e800000_e97fffc0_94800020_xxxxx_x | 94800020_1
441fbfff_568003fc_2d1fbb06_xxxxx_x | 2d1fbb06_1
36618c01_cb800001_aa618bff_xxxxx_x | aa618bff_1
4dad3c3f_bf8008ff_cdad3013_xxxxx_x | cdad3013_1
3e800000_cb800001_b27ffffd_xxxxx_x | b27ffffe_0
dfdfffde_cc600002_52ffffd6_xxxxx_x | 52ffffd7_0
3e800000_4f74c1ca_2e85e136_xxxxx_x | 2e85e136_1
3e8801fe_cbffffff_b20801fe_xxxxx_x | b20801ff_0
bc7fe007_b780000e_447fdfeb_xxxxx_x | 447fdfeb_1
3e800000_cbffffff_b2000000_xxxxx_x | b2000001_0
bdfffff9_43017fff_ba7d08e3_xxxxx_x | ba7d08e0_0
3e800000_df260b45_9ec55862_xxxxx_x | 9ec55863_0
c053ffc8_817fffff_7e53ffc9_xxxxx_x | 7e53ffc9_1
c16696cb_cbfffffe_34e696cc_xxxxx_x | 34e696cd_0
ceffdefe_bc813ffe_51fd6584_xxxxx_x | 51fd6584_1
3e800000_cbfffffe_b2000001_xxxxx_x | b2000001_1
c500203f_3ffe0000_c4812283_xxxxx_x | c4812284_0
c18f4445_5e400000_a2bf05b1_xxxxx_x | a2bf05b1_1
39fdfffe_401f0000_394c7a5c_xxxxx_x | 394c7a5c_1
3e800000_c5efff7e_b80888d2_xxxxx_x | b80888d2_1
bb8011ff_cfac7ce7_2b3e13bb_xxxxx_x | 2b3e13bb_1
c0807e00_385b4a69_c7960077_xxxxx_x | c7960078_0
417f03ff_5ffa023e_2102903c_xxxxx_x | 2102903c_1
3fd401d8_bc007eff_c3533050_xxxxx_x | c3533050_1
be7fc01e_c0001002_3dffa026_xxxxx_x | 3dffa026_1
3e800000_46f80007_37042104_xxxxx_x | 37042105_0
3a87bffe_b67ff000_c387c87b_xxxxx_x | c387c87b_1
3de58bb4_357fffde_47e58bd2_xxxxx_x | 47e58bd2_1
e5357a7c_5f00200e_c5b54d15_xxxxx_x | c5b54d15_1
3e800000_c247f818_bba3dd84_xxxxx_x | bba3dd85_0
5effff9f_397ffdbf_650000f0_xxxxx_x | 650000f0_1
40e0a503_cb800000_b4e0a503_xxxxx_x | b4e0a503_1
3e800000_c1000083_bcfffef9_xxxxx_x | bcfffefa_0
3e7d0000_857efefe_f87dfeff_xxxxx_x | f87dfeff_1
5f007ff0_38fbffc0_65828a39_xxxxx_x | 65828a3a_0
c07ff7fc_4d893a2b_b26ec1da_xxxxx_x | b26ec1db_0
fe9fbfff_c15322da_7cc1b1e6_xxxxx_x | 7cc1b1e6_1
2ebffffe_b17ff807_bcc005f9_xxxxx_x | bcc005f9_1
3e800000_d780ffef_a67e0419_xxxxx_x | a67e041a_0
c17ffbff_c4095c70_3cee8a09_xxxxx_x | 3cee8a07_0
bfffc3ff_01745559_fe05fd32_xxxxx_x | fe05fd32_1
3e800001_8100004e_fcffff65_xxxxx_x | fcffff66_0
41087fff_bd9ac1f3_c2e1cc59_xxxxx_x | c2e1cc59_1
3d9ffdff_cbfffef7_b11ffea4_xxxxx_x | b11ffea5_0
4f000dff_42c0000f_4baabd46_xxxxx_x | 4baabd47_0
3e800001_a751a9f9_d69c49c8_xxxxx_x | d69c49c8_1
42ff80ff_540ffefe_2e631eeb_xxxxx_x | 2e631eeb_1
3e800001_677fe400_16800e02_xxxxx_x | 16800e03_0
dff9d58a_5f8feffe_bfde2bd8_xxxxx_x | bfde2bd8_1
be81f800_ab81ff80_527ff13b_xxxxx_x | 527ff13b_1
3d1db5f2_de21ffff_9e7938cf_xxxxx_x | 9e7938cf_1
3e800001_c03f1e83_bdab7408_xxxxx_x | bdab7408_1
3e83efff_bde04305_c0169c13_xxxxx_x | c0169c14_0
bf000900_b3817ffe_4afd1ab4_xxxxx_x | 4afd1ab4_1
c07fffef_df0002e5_20fffa25_xxxxx_x | 20fffa25_1
bffec000_c0f80200_3e837acf_xxxxx_x | 3e837ad0_0
5f3d32f5_bf807f80_df3c773a_xxxxx_x | df3c773a_1
3e800001_ceffff80_af000040_xxxxx_x | af000041_0
36ff87ff_c13d7938_b52ca02e_xxxxx_x | b52ca02e_1
53fefdfe_be0eb8c4_d564b092_xxxxx_x | d564b092_1
3e800001_bf34011a_beb60a45_xxxxx_x | beb60a45_1
bf0c825c_40fffbbe_bd8c84b2_xxxxx_x | bd8c84b2_1
bdfc8000_40754263_bd03c765_xxxxx_x | bd03c765_1
3e800001_a2fa029d_db031110_xxxxx_x | db031111_0
40efffdf_c30000be_bd6ffe7b_xxxxx_x | bd6ffe7b_1
5e2661d4_3e80bfff_5f2569b7_xxxxx_x | 5f2569b7_1
5e002007_dfefffef_bd88aabb_xxxxx_x | bd88aabc_0
3e800001_c07f77ff_bd804425_xxxxx_x | bd804426_0
9f9fff7e_c000ffe0_1f1ec221_xxxxx_x | 1f1ec221_1
3e800001_33800000_4a800001_xxxxx_x | 4a800001_1
2d1ffffc_c18000fe_ab1ffebe_xxxxx_x | ab1ffebf_0
3e800001_bf77ffff_be84210a_xxxxx_x | be84210a_1
df01fffb_bb8003f0_6301fbfb_xxxxx_x | 6301fbfb_1
c51ffff7_33800001_d11ffff6_xxxxx_x | d11ffff6_1
40fffffc_b38003de_ccfff843_xxxxx_x | ccfff840_0
3e800001_33800001_4a000000_xxxxx_x | 4a800000_0
2e061db7_ce9fffef_9ed69608_xxxxx_x | 9ed69608_1
3e800001_4ef3ffff_2f064b8c_xxxxx_x | 2f064b8c_1
3f7fdeff_cff83fff_af03edf4_xxxxx_x | af03edf4_1
cd2d1a77_33ffffff_d8ad1a77_xxxxx_x | d8ad1a78_0
ceefdfff_a880ffde_65ee0438_xxxxx_x | 65ee0436_0
3e800001_33ffffff_4a000001_xxxxx_x | 4a000002_0
3e800001_4087fffa_3d70f0fd_xxxxx_x | 3d70f0fd_1
bf03fffc_c11ffffb_3d533333_xxxxx_x | 3d533333_1
c102ffff_33fffffe_cc830000_xxxxx_x | cc830000_1
c0d2bf94_8bf7efff_745999fe_xxxxx_x | 745999fe_1
3e800001_33fffffe_4a000002_xxxxx_x | 4a000002_1
3e800001_c05fbfff_bd9272fe_xxxxx_x | bd9272fe_1
467fe3ff_f37fdfdf_92800210_xxxxx_x | 92800210_1
377ec000_3e800000_387ec000_xxxxx_x | 387ec000_1
3ff81ffe_c377fff7_bc001088_xxxxx_x | bc001088_1
3e800001_3e800000_3f800001_xxxxx_x | 3f800001_1
2e7fc004_4e0fb007_1fe3d3e0_xxxxx_x | 1fe3d3e0_1
3e800001_4f87ffee_2e70f112_xxxxx_x | 2e70f113_0
3e818000_3e800001_3f817fff_xxxxx_x | 3f817fff_1
337ff400_cffbc000_a3022315_xxxxx_x | a3022315_1
3e800001_3e800001_3f000000_xxxxx_x | 3f800000_0
c0880800_4f800000_b0880800_xxxxx_x | b0880800_1
3e800001_ba001dff_c3ffc412_xxxxx_x | c3ffc412_1
bf610000_c5f803ff_38e83e52_xxxxx_x | 38e83e53_0
3f000500_3ff90000_3e839e54_xxxxx_x | 3e839e54_1
3e800001_3effffff_3f000001_xxxxx_x | 3f000002_0
338037ff_017ffdfe_71803900_xxxxx_x | 71803900_1
3e800001_e82c3eb9_95be3d9b_xxxxx_x | 95be3d9c_0
41000002_fecdd535_819f327a_xxxxx_x | 819f327a_1
3e00403f_3efffffe_3e804040_xxxxx_x | 3e804040_1
3f7ffdbf_bc802007_c27fbdc1_xxxxx_x | c27fbdc2_0
3e800001_3efffffe_3f000002_xxxxx_x | 3f000002_1
c0e880ff_be02ffff_42632ded_xxxxx_x | 42632ded_1
96727afd_ae32f547_27ad6f35_xxxxx_x | 27ad6f35_1
33dcf51b_3f000000_345cf51b_xxxxx_x | 345cf51b_1
c097e211_817ffffe_7e97e212_xxxxx_x | 7e97e212_1
3e800001_3f000000_3f000001_xxxxx_x | 3f000001_1
3e800001_45f00800_380883fc_xxxxx_x | 380883fd_0
5eff7800_4f807eff_4efe7b83_xxxxx_x | 4efe7b83_1
bf80005f_dd8f90bf_21643f39_xxxxx_x | 21643f3a_0
3e800001_3f000001_3e800000_xxxxx_x | 3f000000_0
cfffc07f_412ce39d_ce3d5926_xxxxx_x | ce3d5926_1
3e800001_be2e7b22_bfbbcd7f_xxxxx_x | bfbbcd7f_1
bfa00003_4602001f_b91d89b6_xxxxx_x | b91d89b6_1
3dffe01f_3f7fffff_3dffe020_xxxxx_x | 3dffe020_1
c0fff80e_40419ff6_c02936c6_xxxxx_x | c02936c6_1
3e800001_3f7fffff_3e800001_xxxxx_x | 3e800002_0
40542b8e_bf03ffbf_c0cdbe06_xxxxx_x | c0cdbe06_1
3e800001_4e65ce4f_2f8e9704_xxxxx_x | 2f8e9705_0
cefe001e_1173eed3_fd054865_xxxxx_x | fd054865_1
3f63f263_3f7ffffe_3f63f264_xxxxx_x | 3f63f265_0
3f000180_b147c1bc_cd240c08_xxxxx_x | cd240c08_1
3e800001_3f7ffffe_3e800002_xxxxx_x | 3e800002_1
38802020_4b8e6f95_2c6647ab_xxxxx_x | 2c6647ab_1
5f020000_b9359da1_e5373e78_xxxxx_x | e5373e79_0
c080800e_3f800000_c080800e_xxxxx_x | c080800e_1
3e800001_3f800000_3e800001_xxxxx_x | 3e800001_1
407c1ffe_3f800001_407c1ffc_xxxxx_x | 407c1ffc_1
3e800001_3f800001_3e000000_xxxxx_x | 3e800000_0
df443ed8_c4211929_5a9bed13_xxxxx_x | 5a9bed13_1
3e800001_417e001f_3c8101f5_xxxxx_x | 3c8101f5_1
5e331f45_b3fc0001_e9b5f721_xxxxx_x | e9b5f721_1
3f2b93c2_3fffffff_3eab93c2_xxxxx_x | 3eab93c3_0
bc800014_bf8107ff_3c7df462_xxxxx_x | 3c7df462_1
3e800001_3fffffff_3e000001_xxxxx_x | 3e000002_0
4a000180_fe800f7f_8affe405_xxxxx_x | 8affe405_1
3e800001_5777ffdf_2684211b_xxxxx_x | 2684211b_1
be800804_139000ff_ea639ae5_xxxxx_x | ea639ae6_0
33f70000_3ffffffe_33770002_xxxxx_x | 33770002_1
87fffc80_39801002_8dffdc80_xxxxx_x | 8dffdc80_1
3e800001_3ffffffe_3e000002_xxxxx_x | 3e000002_1
3e7eff80_408047ff_3d7e7063_xxxxx_x | 3d7e7063_1
3e800001_411effff_3cce168d_xxxxx_x | 3cce168d_1
40ffffd0_c200027f_be7ffad2_xxxxx_x | be7ffad2_1
bf800023_40000000_bf000023_xxxxx_x | bf000023_1
cefdfffe_3eec507d_cf899454_xxxxx_x | cf899454_1
3e800001_40000000_3e000001_xxxxx_x | 3e000001_1
bc7effbe_2dfffeff_cdff00be_xxxxx_x | cdff00be_1
3e800001_c101effe_bcfc2ed0_xxxxx_x | bcfc2ed1_0
3f01ffff_db8006ff_a301f8e4_xxxxx_x | a301f8e4_1
3e800001_40000001_3d800000_xxxxx_x | 3e000000_0
3e800001_3f6ff7ff_3e888d17_xxxxx_x | 3e888d17_1
3a7ffe80_351ec1c1_44ce6623_xxxxx_x | 44ce6623_1
5fffdffe_407fffff_5effdfff_xxxxx_x | 5effdfff_1
3e7ff880_bd008fff_c0fed9cd_xxxxx_x | c0fed9cd_1
3e800001_407fffff_3d800001_xxxxx_x | 3d800002_0
47fc007e_7e9e1cd6_08cc020d_xxxxx_x | 08cc020d_1
3e800001_3b00207f_42ffbf14_xxxxx_x | 42ffbf14_1
caf80001_3c00200e_ce77c1f5_xxxxx_x | ce77c1f5_1
7d88000f_407ffffe_7c880010_xxxxx_x | 7c880010_1
