8683f7ff_c07f3fff_05845b44_xxxxx_x | 05845b44_1
c37ffd7f_500037fe_b2ff8db5_xxxxx_x | b2ff8db5_1
4fffdffd_bf803000_cfff802d_xxxxx_x | cfff802d_1
b8ff8fff_24ff7efe_d3800885_xxxxx_x | d3800885_1
c0000403_c07ffffe_3f000404_xxxxx_x | 3f000404_1
3a808400_3bfffffe_3e008400_xxxxx_x | 3e008401_0
3f528a5f_c0800000_be528a5f_xxxxx_x | be528a5f_1
b3877fff_bdbd3746_3537532f_xxxxx_x | 3537532f_1
3ea00001_bf787285_bea4dd2a_xxxxx_x | bea4dd2a_1
43c4e985_c0800001_c2c4e983_xxxxx_x | c2c4e983_1
bef82ac0_cdaba183_30b9145f_xxxxx_x | 30b9145f_1
bb56047f_c00000ff_3ad602d5_xxxxx_x | 3ad602d5_1
44f4adbf_be7fffb7_c5f4ae04_xxxxx_x | c5f4ae05_0
df807fbe_4300023f_dc007d7d_xxxxx_x | dc007d7d_1
4f5cd52b_c0fffffe_cddcd52d_xxxxx_x | cddcd52d_1
40ffff3e_4fdfffef_309248c1_xxxxx_x | 309248c1_1
40000017_4a0006ff_357ff231_xxxxx_x | 357ff231_1
bf6bf14d_cb800000_336bf14d_xxxxx_x | 336bf14d_1
da03fffc_b860000f_6116db5f_xxxxx_x | 6116db5f_1
cffdffff_415fff80_ce1124e5_xxxxx_x | ce1124e5_1
3dc0000e_cb800001_b1c0000f_xxxxx_x | b1c0000c_0
b387ffbf_b67ffdfe_3c8800d0_xxxxx_x | 3c8800d0_1
407fc07e_edffff04_91ffc17a_xxxxx_x | 91ffc17a_1
c1007fef_4900043e_b7807bad_xxxxx_x | b7807bad_1
3e000004_cbffffff_b1800004_xxxxx_x | b1800005_0
bf0fff00_3cffefff_c1900801_xxxxx_x | c1900801_1
b3fe007f_3ebffffa_b4a955af_xxxxx_x | b4a955af_1
3e00008e_cbfffffe_b180008f_xxxxx_x | b180008f_1
3d80000f_c681ff7f_b67c10d8_xxxxx_x | b67c10d9_0
3e17fffe_33f807ff_499ce229_xxxxx_x | 499ce229_1
b1809ffe_267fc200_ca80bf2c_xxxxx_x | ca80bf2c_1
4eba7d67_3d800040_50ba7d0a_xxxxx_x | 50ba7d0a_1
40043c7a_fe800001_81043c79_xxxxx_x | 81043c79_1
4ba7ffff_c1002020_ca27d5e2_xxxxx_x | ca27d5e0_0
b11003fe_4107fbff_af878f47_xxxxx_x | af878f47_1
3f643ac4_bdfc7fff_c0e764a5_xxxxx_x | c0e764a5_1
40801bff_417ffff7_3e801c03_xxxxx_x | 3e801c04_0
3f071987_3cef8000_4190683f_xxxxx_x | 4190683f_1
3802003f_3f801f7f_3801e04a_xxxxx_x | 3801e04a_1
3e7ffd7f_3eef5d1e_3f08e41a_xxxxx_x | 3f08e41a_1
447fffdc_d50e2033_aee68e4c_xxxxx_x | aee68e4c_1
bd7fbffd_4e90ffff_ae61c3fa_xxxxx_x | ae61c3f8_0
bf7f9ffe_e1fe0fff_1d00c986_xxxxx_x | 1d00c986_1
337ffcff_92800011_e07ffcdd_xxxxx_x | e07ffcdd_1
7ef00100_4e7ff8ff_6ff00791_xxxxx_x | 6ff00791_1
437fc003_5f7e4000_2380c154_xxxxx_x | 2380c154_1
bda00001_3f00207f_be1fd76c_xxxxx_x | be1fd76d_0
bdfffff8_967f07ff_67007c75_xxxxx_x | 67007c75_1
5e000c00_3e8c0000_5eea2492_xxxxx_x | 5eea2492_1
b3810020_3f311e45_b3ba73d2_xxxxx_x | b3ba73d2_1
bd810fff_77000050_86010fae_xxxxx_x | 86010fae_1
650004ff_3382ffff_70fa2cf2_xxxxx_x | 70fa2cf2_1
c1000022_0f000210_f17ffc24_xxxxx_x | f17ffc24_1
bfdffc00_3f6af198_bff40ef6_xxxxx_x | bff40ef6_1
3f040200_c3002006_bb83e102_xxxxx_x | bb83e102_1
40002ffe_41febf55_3d80d159_xxxxx_x | 3d80d15a_0
41699134_bf780002_c1711a02_xxxxx_x | c1711a02_1
2a2a14c5_c2bffc00_a6e2cb15_xxxxx_x | a6e2cb16_0
4100207e_3f7bf7ff_41022d45_xxxxx_x | 41022d45_1
bef890eb_41fffffe_bc7890ed_xxxxx_x | bc7890ed_1
4e000ff7_5f400001_2e2abff3_xxxxx_x | 2e2abff3_1
ef01fff8_bfbf603e_6eade5fd_xxxxx_x | 6eade5fd_1
2721ccd8_3e74d829_28292c10_xxxxx_x | 28292c11_0
df04000e_400ff7ff_de6ab7cf_xxxxx_x | de6ab7cf_1
40104000_aa7f7fee_d510884e_xxxxx_x | d510884e_1
cbf08000_c1100004_4a55c716_xxxxx_x | 4a55c717_0
3ddbf335_4100101f_3c5bd785_xxxxx_x | 3c5bd785_1
4f800600_4ffff807_3f0009fc_xxxxx_x | 3f0009fd_0
3e008ffe_b9fffffa_c3809000_xxxxx_x | c3809001_0
39003bff_44fffefe_33803c80_xxxxx_x | 33803c80_1
3ecd3084_33800000_4acd3084_xxxxx_x | 4acd3084_1
bf800080_33de0000_cb139b19_xxxxx_x | cb139b19_1
ce7f807f_3f80403e_ce7f0083_xxxxx_x | ce7f0083_1
417ffe1f_b8e58dbc_c80ebe14_xxxxx_x | c80ebe14_1
c4202000_33800001_d0202001_xxxxx_x | d0201fff_0
3d7fe3fe_499fffc0_334cb6b9_xxxxx_x | 334cb6b7_0
bf3ff800_4f21ffff_af97add7_xxxxx_x | af97add5_0
4f807ff7_33ffffff_5b007ff7_xxxxx_x | 5b007ff8_0
430fffef_c13ff2c0_c1400d2a_xxxxx_x | c1400d2a_1
c17ff803_681bffff_98d20694_xxxxx_x | 98d20694_1
5ebffff7_4bffebfe_52400ef9_xxxxx_x | 52400efa_0
33fffffe_8e7f87ff_e5003c1b_xxxxx_x | e5003c1c_0
421801c2_41fff3ff_3f9808e3_xxxxx_x | 3f9808e3_1
be00ffff_bfffff7f_3d81003f_xxxxx_x | 3d810040_0
5fbc5913_3e800000_60bc5913_xxxxx_x | 60bc5913_1
3e900020_400517f0_3e0a7d55_xxxxx_x | 3e0a7d55_1
df000007_bf8e34eb_5ee66ce2_xxxxx_x | 5ee66ce2_1
49fffdfe_3e800001_4afffdfc_xxxxx_x | 4afffdfc_1
3002fffe_cf423737_a02cac89_xxxxx_x | a02cac89_1
bf001001_4100feff_bd7e25b4_xxxxx_x | bd7e25b5_0
4e62ee34_cffffff3_bde2ee3f_xxxxx_x | bde2ee40_0
c00b0baf_3effffff_c08b0baf_xxxxx_x | c08b0bb0_0
fe810000_e7fff7ff_56010408_xxxxx_x | 56010409_0
bfffefff_3d800082_c1ffeefb_xxxxx_x | c1ffeefb_1
bff01fff_3efffffe_c0702001_xxxxx_x | c0702001_1
3f800200_b958e36e_c597176e_xxxxx_x | c597176f_0
bb00007d_3f000000_bb80007d_xxxxx_x | bb80007d_1
5f7ff8fe_4b840001_53783742_xxxxx_x | 53783742_1
c03ce0e8_bc0801ff_43b1c202_xxxxx_x | 43b1c202_1
3efff7f0_3f000001_3f7ff7ee_xxxxx_x | 3f7ff7ee_1
3a9bfffe_b1c07fff_c84f75b0_xxxxx_x | c84f75b0_1
bf456b73_bb040003_43bf6fef_xxxxx_x | 43bf6fef_1
3e808000_bf0fff80_bee47292_xxxxx_x | bee47292_1
b8fdbffe_3f7fffff_b8fdbffe_xxxxx_x | b8fdbfff_0
b5a684d2_c22be16b_32f803a4_xxxxx_x | 32f803a5_0
23820003_3df00008_250aaaa9_xxxxx_x | 250aaaa9_1
d680107e_3f7ffffe_d680107f_xxxxx_x | d680107f_1
df3dd0e5_40800403_de3dcaf2_xxxxx_x | de3dcaf2_1
c17e0fff_481ffe00_b8cb428c_xxxxx_x | b8cb428a_0
418009ff_41f2d168_3f06fd6f_xxxxx_x | 3f06fd6f_1
436b4848_3f800000_436b4848_xxxxx_x | 436b4848_1
cffe0010_be3fffef_5129556f_xxxxx_x | 5129556f_1
40700fff_bbfeff7f_c3f1017a_xxxxx_x | c3f1017a_1
415bffff_3f800001_415bfffd_xxxxx_x | 415bfffd_1
3efff7fd_b9001bfe_c57fc00f_xxxxx_x | c57fc00f_1
3e01fffc_810203ff_fc7ff81a_xxxxx_x | fc7ff81a_1
4ef3af3d_797fbfe0_14f3ec56_xxxxx_x | 14f3ec57_0
7e800700_3fffffff_7e000700_xxxxx_x | 7e000701_0
c100007e_7b0203ff_857c08fa_xxxxx_x | 857c08fa_1
550bfd51_420bfffe_527ffb1b_xxxxx_x | 527ffb1b_1
3e00fffb_3ffffffe_3d80fffc_xxxxx_x | 3d80fffc_1
b98ff000_737b275b_8592b704_xxxxx_x | 8592b705_0
beffffc2_33041ffe_cb7801b8_xxxxx_x | cb7801b8_1
c0e00400_df15ae5c_213f9139_xxxxx_x | 213f9139_1
40dfffff_40000000_405fffff_xxxxx_x | 405fffff_1
c783ffff_3f7ff87f_c78403dd_xxxxx_x | c78403de_0
a0c00400_4fe03ffe_905b33aa_xxxxx_x | 905b33aa_1
b1fffc03_8bbffdfe_65aaa9cb_xxxxx_x | 65aaa9cb_1
3e77feff_deffd7fe_9ef825c6_xxxxx_x | 9ef825c7_0
5e80007f_417fffff_5c80007f_xxxxx_x | 5c800080_0
c07fbdfe_407fffff_bf7fbdff_xxxxx_x | bf7fbdff_1
de814000_5fffc07e_be016018_xxxxx_x | be016018_1
33e4cb2a_3f080010_345755b4_xxxxx_x | 345755b4_1
408003f7_bf3e8f1f_c0abfa5d_xxxxx_x | c0abfa5d_1
7eb1551e_407ffffe_7db1551f_xxxxx_x | 7db1551f_1
3cffdeff_be17fffe_be577870_xxxxx_x | be57786e_0
4f0c4abd_40800000_4e0c4abd_xxxxx_x | 4e0c4abd_1
3e7bfeff_3e856f84_3f71bb19_xxxxx_x | 3f71bb17_0
b3fbe000_3efff801_b47be7de_xxxxx_x | b47be7de_1
e22001ff_bfcc2a47_61c8a1b5_xxxxx_x | 61c8a1b6_0
c0003dfe_40800001_bf003dfd_xxxxx_x | bf003dfd_1
3dffdfde_bda003ff_bfccadfe_xxxxx_x | bfccadfb_0
41fffff0_40ffffff_407ffff1_xxxxx_x | 407ffff1_1
dff3fffe_4bf7ffde_d37bdf18_xxxxx_x | d37bdf18_1
4016c8cf_c97ff9ff_b616cc58_xxxxx_x | b616cc58_1
befefffe_de87ffe0_1ff00036_xxxxx_x | 1ff00037_0
40bffffe_40fffffe_3f3fffff_xxxxx_x | 3f3fffff_1
349000ff_5f5a2cec_14a8f82f_xxxxx_x | 14a8f830_0
3e00201f_5f100fff_1e63ae09_xxxxx_x | 1e63ae09_1
4080000f_4b800000_3480000f_xxxxx_x | 3480000f_1
ab8403fe_bf8003fe_2b83ffe0_xxxxx_x | 2b83ffe0_1
cf441d59_4f7cfffe_bf4670ac_xxxxx_x | bf4670ad_0
22803000_4b800001_16802fff_xxxxx_x | 16802fff_1
5fcfb744_33e8fc82_6b643bbf_xxxxx_x | 6b643bbf_1
ced8bf63_c0fffbc0_4d58c2fc_xxxxx_x | 4d58c2fc_1
cf9c679f_bf00fffb_501b3145_xxxxx_x | 501b3143_0
df058fc0_4bffffff_d2858fc0_xxxxx_x | d2858fc1_0
407ff7be_3da00010_424cc61d_xxxxx_x | 424cc61d_1
bcfff7fd_b281ff00_49fc09ce_xxxxx_x | 49fc09ce_1
3d800bff_4bfffffe_31000c00_xxxxx_x | 31000c00_1
bfe00004_4fdfc000_af80249f_xxxxx_x | af80249f_1
4beff000_46fffe7f_446ff168_xxxxx_x | 446ff169_0
cc8278cd_4103f000_cafd27ff_xxxxx_x | cafd27ff_1
417e1793_429b54f6_3e5161f2_xxxxx_x | 3e5161f0_0
48000801_ce7ffdfe_b9000902_xxxxx_x | b9000902_1
be7dfff7_befe001f_3effffd7_xxxxx_x | 3effffd8_0
c0e946ed_df7f7000_20e9ca6f_xxxxx_x | 20e9ca6f_1
bfcd91bd_418003f8_bdcd8b60_xxxxx_x | bdcd8b5d_0
3c1ff7ff_5b8081ff_201f562d_xxxxx_x | 201f562d_1
5fffc01f_cffffb80_cf7fc49e_xxxxx_x | cf7fc49e_1
5f661923_5ed305a3_400b9231_xxxxx_x | 400b9231_1
3e0e8646_cddd606b_afa4d0bc_xxxxx_x | afa4d0bd_0
b6807dff_1c7efdff_d9810001_xxxxx_x | d9810002_0
44bffe00_3e843736_45b9dedd_xxxxx_x | 45b9dedd_1
5fffff02_de803fff_c0ff7f44_xxxxx_x | c0ff7f44_1
c07efff8_3fff7fee_bfff7fca_xxxxx_x | bfff7fca_1
df87fff8_3ee00000_e01b6dad_xxxxx_x | e01b6dae_0
3d6e695e_0187efff_7b607d96_xxxxx_x | 7b607d96_1
3c002010_319cc2f0_49d13c48_xxxxx_x | 49d13c48_1
bef01ffe_c1419182_3d1ec947_xxxxx_x | 3d1ec947_1
cf0efffe_c5fffdbe_488f0140_xxxxx_x | 488f0141_0
c10f1255_c1ff7efe_3e8f5a92_xxxxx_x | 3e8f5a93_0
f9c03fff_4e80047e_eac03940_xxxxx_x | eac03940_1
bf7fff77_4f7fffe6_af7fff91_xxxxx_x | af7fff91_1
c7ffbfef_ce7ffffb_38ffbff3_xxxxx_x | 38ffbff4_0
0efffbee_c57fdffd_89000dfa_xxxxx_x | 89000dfa_1
cf695b6a_407bfbff_ce6d136d_xxxxx_x | ce6d136d_1
2f002100_db8fefff_92e3e237_xxxxx_x | 92e3e237_1
3e8fffff_aadf04d6_d3254b9f_xxxxx_x | d3254b9f_1
0147ffff_9677f08a_aa4e807b_xxxxx_x | aa4e807c_0
3caffffe_cf7fffba_acb0002e_xxxxx_x | acb0002e_1
b37d1aeb_dff9922a_1301d008_xxxxx_x | 1301d008_1
4e7ffe00_400ffff7_4de38c80_xxxxx_x | 4de38c80_1
c2596047_4075b9d3_c1627701_xxxxx_x | c1627701_1
700080ff_df60000f_d012dc87_xxxxx_x | d012dc87_1
39810040_4210000e_36e555b0_xxxxx_x | 36e555b1_0
ccfdfff7_6b7f0003_a0fefef3_xxxxx_x | a0fefef3_1
4feffffb_fe801f7e_90efc4fd_xxxxx_x | 90efc4fd_1
3e001ff0_beffc004_be803ffe_xxxxx_x | be803ffe_1
5301fffb_cb80023f_c701fdb3_xxxxx_x | c701fdb3_1
4ee08000_b3800000_dae08000_xxxxx_x | dae08000_1
decf76c2_416e22ba_dcdf06fe_xxxxx_x | dcdf06ff_0
3e7ff6ff_be8011ff_bf7fd307_xxxxx_x | bf7fd307_1
5e014355_c0bffeff_dcac5aad_xxxxx_x | dcac5aad_1
5f01fdff_c0fe0003_dd830405_xxxxx_x | dd830406_0
4e048c44_b3ffffff_d9848c44_xxxxx_x | d9848c45_0
3cffff7c_cf001fff_ad7fbf8e_xxxxx_x | ad7fbf8e_1
be757e63_3e803ff6_bf7503f4_xxxxx_x | bf7503f4_1
beca20e8_3f82007f_bec70415_xxxxx_x | bec70412_0
3eff01fe_b3fffffe_ca7f0200_xxxxx_x | ca7f0200_1
3bff7ff7_e168fc05_9a0c5eac_xxxxx_x | 9a0c5eac_1
bf2959ae_40800003_be2959aa_xxxxx_x | be2959aa_1
4381fffe_be800000_c481fffe_xxxxx_x | c481fffe_1
4afc1fff_407faffe_49fc6ee3_xxxxx_x | 49fc6ee4_0
350bfffe_533847cd_21427c72_xxxxx_x | 21427c72_1
df50e077_df80027f_3f50dc64_xxxxx_x | 3f50dc64_1
407f77ff_be800001_c17f77fd_xxxxx_x | c17f77fd_1
4fefffbe_4c801080_42efe0d2_xxxxx_x | 42efe0d2_1
a67ffddf_3ec00003_a72aa93f_xxxxx_x | a72aa93d_0
c4f6e7b0_beffffff_4576e7b1_xxxxx_x | 4576e7b1_1
3e7fe1fe_be64f17a_bf8f0fc9_xxxxx_x | bf8f0fc7_0
4f807fde_c17b7ffe_cd82cc77_xxxxx_x | cd82cc77_1
3f000407_befffffe_bf800408_xxxxx_x | bf800408_1
a987ff00_cefffb7e_1a080165_xxxxx_x | 1a080165_1
3d000204_c168502c_bb0d0f45_xxxxx_x | bb0d0f45_1
cffefbfe_4e003ff7_c17e7cd4_xxxxx_x | c17e7cd1_0
baf8fffe_de031b51_1c731986_xxxxx_x | 1c731984_0
c03ffffe_be0107ff_41be7729_xxxxx_x | 41be772a_0
dffff83e_5a037fff_c5792827_xxxxx_x | c5792827_1
4ebf8de5_401ff7ff_4e1945fe_xxxxx_x | 4e1945fc_0
cfffff0f_bf7fffff_4fffff10_xxxxx_x | 4fffff10_1
a4fde494_4ffdfeff_947fe55f_xxxxx_x | 947fe560_0
cf1003ff_c2ffffc8_4b90041e_xxxxx_x | 4b90041f_0
4be3cda1_5e807ffa_2ce2eac1_xxxxx_x | 2ce2eac1_1
47879591_bf800000_c7879591_xxxxx_x | c7879591_1
3e54e7d5_4b809277_3253f54c_xxxxx_x | 3253f54c_1
de8007f7_ecb7fffe_31322159_xxxxx_x | 3132215a_0
c0804001_dbfffff4_24004007_xxxxx_x | 24004007_1
436bffff_bf800001_c36bfffd_xxxxx_x | c36bfffd_1
3ff81fff_c1a0fffe_bdc54461_xxxxx_x | bdc54461_1
4049813d_e47fff9f_9b498189_xxxxx_x | 9b498189_1
c17803ff_bfffffff_40f80400_xxxxx_x | 40f80400_1
27f0c4bc_33fef7fe_3371be09_xxxxx_x | 3371be0a_0
b7823fff_41840002_b57c9b21_xxxxx_x | b57c9b21_1
3afffeff_316ec43d_49093c8e_xxxxx_x | 49093c8e_1
dc7efff7_bffffffe_5bfefff9_xxxxx_x | 5bfefff9_1
ce52a3d3_1107fffc_fcc63fde_xxxxx_x | fcc63fdb_0
b4000018_be07fc00_3570f834_xxxxx_x | 3570f834_1
be01fffe_c08007fb_3d01f7e4_xxxxx_x | 3d01f7e4_1
c0f5ffff_fe1d688b_02480a49_xxxxx_x | 02480a49_1
cff6ffff_bd7fe010_51f71ed3_xxxxx_x | 51f71ed3_1
4f10007f_c0000001_ce90007e_xxxxx_x | ce90007e_1
3877fff6_3f002002_38f7c202_xxxxx_x | 38f7c202_1
7effc002_c07fdf00_fdffe0fe_xxxxx_x | fdffe0fe_1
be7c0008_3c9115ac_c15e5355_xxxxx_x | c15e5353_0
be6ff7fe_deffff9f_1eeff858_xxxxx_x | 1eeff859_0
3b961644_aa800011_d0961630_xxxxx_x | d0961630_1
c37ffb7f_c07ffffe_427ffb81_xxxxx_x | 427ffb81_1
d4dfff7f_58bae29c_bb996b49_xxxxx_x | bb996b47_0
5f7eff00_c92003ff_d5cbfa1b_xxxxx_x | d5cbfa1b_1
c0fff100_aeefdfff_518892bf_xxxxx_x | 518892bf_1
4e82f41e_c0800000_cd82f41e_xxxxx_x | cd82f41e_1
c1f00200_c1ffc7fe_3f70368d_xxxxx_x | 3f70368e_0
892d2b38_3e5ff7ff_8a45ef52_xxxxx_x | 8a45ef53_0
3fffffe0_bb1ee509_c44e396a_xxxxx_x | c44e396a_1
3f002000_c0800001_be001fff_xxxxx_x | be001fff_1
3080ffdf_b3ffbbfe_bc01222d_xxxxx_x | bc01222d_1
41ff83fe_5f7ffdfd_21ff8600_xxxxx_x | 21ff8600_1
b202003e_4a800200_a701fe36_xxxxx_x | a701fe36_1
3d801002_c0ffffff_bc001002_xxxxx_x | bc001003_0
e48ca418_bffcffff_640e4f05_xxxxx_x | 640e4f06_0
c09fffff_be03cf9d_421b5fbd_xxxxx_x | 421b5fbd_1
c701000f_c0fffffe_45810010_xxxxx_x | 45810010_1
bee7a827_c9000000_3567a827_xxxxx_x | 3567a827_1
3dfffffa_40badbeb_3caf5cb0_xxxxx_x | 3caf5cb0_1
df020006_cb800000_53020006_xxxxx_x | 53020006_1
4077e000_ce991f8b_b14f34a8_xxxxx_x | b14f34a8_1
feeffbff_cb800001_72effbfd_xxxxx_x | 72effbfd_1
3eff7f7f_41b0b173_3cb9167a_xxxxx_x | 3cb9167a_1
418083ff_c16fe000_bf89279e_xxxxx_x | bf89279e_1
4e0756d7_bf9fffbe_cdd88b4b_xxxxx_x | cdd88b4b_1
fe8017ff_cbffffff_720017ff_xxxxx_x | 72001800_0
be76fffe_dfa1ed22_1e433fd2_xxxxx_x | 1e433fd2_1
bf6fff7f_b980006f_456ffeaf_xxxxx_x | 456ffeaf_1
df103fff_c2ea080f_5b9dca6c_xxxxx_x | 5b9dca6d_0
40c00004_cbfffffe_b4400005_xxxxx_x | b4400006_0
c09c01a8_b3aad530_4c69c83d_xxxxx_x | 4c69c83d_1
c1ff801e_3cca9e21_c4a16860_xxxxx_x | c4a16860_1
32ab62ca_3c5ed611_35c4e47e_xxxxx_x | 35c4e47f_0
3f800000_5e7ebffe_2080a0ca_xxxxx_x | 2080a0ca_1
377ff7e0_413e8811_35abf5f5_xxxxx_x | 35abf5f2_0
4c07f800_fe800001_8d07f7ff_xxxxx_x | 8d07f7ff_1
4fef9285_3e000047_516f9200_xxxxx_x | 516f9200_1
d87fedff_5eb2d7d2_b9372bf9_xxxxx_x | b9372bf9_1
5f7ffff2_4f00013f_4ffffd74_xxxxx_x | 4ffffd74_1
c67ffbff_fefffffe_06fffc01_xxxxx_x | 06fffc01_1
4f5fff00_3d010800_51de34b3_xxxxx_x | 51de34b3_1
be0017ff_defefffe_1e809898_xxxxx_x | 1e809899_0
c39fdfff_426e335c_c0abd250_xxxxx_x | c0abd250_1
4b81bfff_dac00080_b02cff8b_xxxxx_x | b02cff8b_1
befff7ee_3b49efa6_c3223fc8_xxxxx_x | c3223fc8_1
cbff001f_bf0023ff_4c7eb87d_xxxxx_x | 4c7eb87d_1
3f1ffff7_c67fffe7_b8200006_xxxxx_x | b8200007_0
be5fffde_be88003e_3f52d255_xxxxx_x | 3f52d253_0
78fffff1_c0c95a52_f7a2bd34_xxxxx_x | f7a2bd34_1
b0cbb185_33fffc02_bc4bb4b2_xxxxx_x | bc4bb4b2_1
c1c03ffe_c0fff9ff_40404480_xxxxx_x | 40404480_1
8fffc03f_4080007e_8effbf43_xxxxx_x | 8effbf43_1
b384ebc5_5f1001ff_93ec4a89_xxxxx_x | 93ec4a89_1
3f7df7ff_6b04ffff_13f46bcb_xxxxx_x | 13f46bcb_1
bec15a5e_4180013e_bcc1587e_xxxxx_x | bcc1587e_1
247b0000_df83fffa_847364e4_xxxxx_x | 847364e4_1
3f82007f_417945af_3d8582ba_xxxxx_x | 3d8582bb_0
a2881000_017fdff7_e0882109_xxxxx_x | e0882109_1
7e8000bf_4b802002_727fc189_xxxxx_x | 727fc18a_0
bd8007ff_5f8007c0_9d80003f_xxxxx_x | 9d80003f_1
3d803fee_de4c5ea3_9ea0a654_xxxxx_x | 9ea0a654_1
5f800078_c0570036_de986930_xxxxx_x | de986931_0
c18b65bb_3e7e0003_c28c7eb7_xxxxx_x | c28c7eb7_1
baff8006_5f000023_9b7f7fc0_xxxxx_x | 9b7f7fc0_1
5fffffff_a3fff801_fb8003ff_xxxxx_x | fb8003ff_1
8f800880_3980101e_957ff0c5_xxxxx_x | 957ff0c6_0
4ec70351_c00006fe_ce46f872_xxxxx_x | ce46f873_0
4edfefff_3f90000f_4ec70e23_xxxxx_x | 4ec70e23_1
47ffffb8_5edffffb_289248ff_xxxxx_x | 289248ff_1
df7f0020_3ef7feff_e0039d80_xxxxx_x | e0039d80_1
be9b8ce6_33800000_ca9b8ce6_xxxxx_x | ca9b8ce6_1
dffdbfff_cbfffdf7_537dc203_xxxxx_x | 537dc203_1
417fffc1_cefc7ffe_b201c617_xxxxx_x | b201c617_1
bd491e4a_33800001_c9491e48_xxxxx_x | c9491e48_1
3e77ffff_bc800022_c177ffbd_xxxxx_x | c177ffbd_1
46c0ffff_b9002100_cd40ce4c_xxxxx_x | cd40ce4a_0
3383dfff_b3dbffed_bf197469_xxxxx_x | bf197469_1
3d807fff_40b91689_3c31bb4c_xxxxx_x | 3c31bb4c_1
33800ffe_3aff1000_3800887e_xxxxx_x | 3800887e_1
5f900100_7b7ffffa_23900103_xxxxx_x | 23900103_1
3ff00100_33fffffe_4b700102_xxxxx_x | 4b700102_1
3f41ffff_3e813fff_40401fb1_xxxxx_x | 40401fb1_1
dffbfffe_4001001f_df7a0baa_xxxxx_x | df7a0baa_1
497dc000_c2007ffe_c6fcc343_xxxxx_x | c6fcc341_0
c17fefff_3f010200_c1fdf027_xxxxx_x | c1fdf027_1
3d000000_0600007f_767fff02_xxxxx_x | 767fff02_1
4beff7ff_3e800001_4ceff7fd_xxxxx_x | 4ceff7fd_1
c0000007_de803ffe_20ff8052_xxxxx_x | 20ff8052_1
bca00fff_cf0854da_2d1647e2_xxxxx_x | 2d1647e2_1
3e000009_3f7fe3ff_3e000e0b_xxxxx_x | 3e000e0b_1
4bffbfe0_b78803ff_d3f0ad84_xxxxx_x | d3f0ad84_1
c780fe00_3efffffe_c800fe01_xxxxx_x | c800fe01_1
3e3dffff_3fe0001f_3dd92472_xxxxx_x | 3dd92473_0
a6d66ef7_60ff7fff_8556da65_xxxxx_x | 8556da65_1
4e77fe00_c328a340_cabc3b60_xxxxx_x | cabc3b60_1
bf81fffd_3f000000_c001fffd_xxxxx_x | c001fffd_1
43fffd00_4e7ff7f7_35000284_xxxxx_x | 35000285_0
4b1fffc0_cbffbf7f_bea0281a_xxxxx_x | bea0281b_0
c1a9a4fe_3f000001_c229a4fd_xxxxx_x | c229a4fd_1
4101ffff_3c0003bf_4481fc31_xxxxx_x | 4481fc31_1
593ffbfe_bf7fffd8_d93ffc1c_xxxxx_x | d93ffc1c_1
3b656939_4f2e91e4_2ba83614_xxxxx_x | 2ba83612_0
c086caa7_3f7fffff_c086caa7_xxxxx_x | c086caa8_0
1665ec98_a37ffff7_b265eca0_xxxxx_x | b265eca0_1
be880000_3f8d0590_be76e24a_xxxxx_x | be76e24a_1
dffffbff_e60000fb_397ffa09_xxxxx_x | 397ffa09_1
c9ffffff_3f7ffffe_ca000000_xxxxx_x | ca000001_0
47d7d1dc_413a66d1_4614337d_xxxxx_x | 4614337d_1
39000090_3f800000_39000090_xxxxx_x | 39000090_1
c0840000_360003ef_ca03fbf2_xxxxx_x | ca03fbf2_1
5fc9d5ce_59fffe10_4549d755_xxxxx_x | 4549d755_1
5627ffff_c1efff00_d3b333f1_xxxxx_x | d3b333f1_1
c1805ffe_3f800001_c1805ffd_xxxxx_x | c1805ffd_1
c1fff03f_be9ffbff_42ccc552_xxxxx_x | 42ccc552_1
d4fffbbf_4de6a355_c68e10f4_xxxxx_x | c68e10f4_1
be0739d7_dfffffb7_1d8739fd_xxxxx_x | 1d8739fe_0
bcd5ebb0_3fffffff_bc55ebb1_xxxxx_x | bc55ebb1_1
7e800023_44ecbd03_790a6a3e_xxxxx_x | 790a6a3e_1
ce7fffff_bd003fbf_50ff80c3_xxxxx_x | 50ff80c0_0
4188ffff_2120003f_5fdb32db_xxxxx_x | 5fdb32db_1
417ffe80_3ffffffe_40fffe82_xxxxx_x | 40fffe82_1
eabffeff_40800203_e9bffbfa_xxxxx_x | e9bffbfb_0
3e6001ff_40000000_3de001ff_xxxxx_x | 3de001ff_1
3efe4c74_a7087fff_d76e7696_xxxxx_x | d76e7696_1
c27ffdfb_31fe9973_d000b33f_xxxxx_x | d000b33f_1
ac7efff6_bdff0010_2dffffe6_xxxxx_x | 2dffffe6_1
4890003f_ceffdfde_b9101254_xxxxx_x | b9101254_1
3e7c00ff_c07ffe02_bd7c02f5_xxxxx_x | bd7c02f5_1
b39ffffa_3fffb7ff_b3202d07_xxxxx_x | b3202d07_1
5effdff7_407fffff_5dffdff8_xxxxx_x | 5dffdff8_1
4efdffde_3e7589b1_5004693d_xxxxx_x | 5004693d_1
c0ffe0ff_3f01ffee_c17bf15d_xxxxx_x | c17bf15d_1
bf41fe92_407ffffe_be41fe93_xxxxx_x | be41fe94_0
dffff400_41043fff_de77ba52_xxxxx_x | de77ba52_1
